0,2:00:00,6:00:00,0:21:50,0:27:48
1,6:00:00,8:00:00,1:02:20,1:09:39
2,8:00:00,12:00:00,1:28:26,1:22:51
3,12:00:00,16:00:00,1:18:39,1:22:17
4,16:00:00,19:00:00,4:03:40,2:44:59
5,19:00:00,22:30:00,2:54:03,2:21:43
6,22:30:00,2:00:00,0:33:43,0:30:24
